Name,Description,Discovery Date,Detection Method,Mass,Planet Radius,Planet Type,Orbital Radius,Eccentricity,Orbital Period,File,Uuid,Link
bd-11-4672-b,"BD-11 4672 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.65 Jupiters, it takes 4.5 years to complete one orbit of its star, and is 2.36 AU from its star. Its discovery was announced in 2014.",2014,Radial Velocity,0.65 Jupiters,1.25 x Jupiter (estimate),Gas Giant,2.36 AU,0.05,4.5 years,exoplanet_details/bd-11-4672-b/,ed2edbcd-71d2-4e8e-bc1d-b29fe7588fff,https://exoplanets.nasa.gov//exoplanet-catalog/7069/bd-11-4672-b/
bd-11-4672-c,"BD-11 4672 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 15.37 Earths, it takes 74.2 days to complete one orbit of its star, and is 0.3 AU from its star. Its discovery was announced in 2020.",2020,Radial Velocity,15.37 Earths,0.36 x Jupiter (estimate),Neptune-like,0.3 AU,0.4,74.2 days,exoplanet_details/bd-11-4672-c/,0f9d9878-2d2b-4159-b9e9-10e9f71f3072,https://exoplanets.nasa.gov//exoplanet-catalog/7664/bd-11-4672-c/
bd-13-2130-b,"BD-13 2130 b is a gas giant exoplanet that orbits a K-type star. Its mass is 9.78 Jupiters, it takes 2 years to complete one orbit of its star, and is 1.66 AU from its star. Its discovery was announced in 2007.",2007,Radial Velocity,9.78 Jupiters,1.11 x Jupiter (estimate),Gas Giant,1.66 AU,0.21,2 years,exoplanet_details/bd-13-2130-b/,cc103294-98d1-46ba-9816-dcf22b2e3d0d,https://exoplanets.nasa.gov//exoplanet-catalog/7068/bd-13-2130-b/
bd-17-63-b,"BD-17 63 b is a gas giant exoplanet that orbits a K-type star. Its mass is 5.1 Jupiters, it takes 1.8 years to complete one orbit of its star, and is 1.34 AU from its star. Its discovery was announced in 2008.",2008,Radial Velocity,5.1 Jupiters,1.15 x Jupiter (estimate),Gas Giant,1.34 AU,0.54,1.8 years,exoplanet_details/bd-17-63-b/,f7da0bc0-7f8c-447a-90c6-175758eca591,https://exoplanets.nasa.gov//exoplanet-catalog/7067/bd-17-63-b/
bd03-2562-b,"BD+03 2562 b is a gas giant exoplanet that orbits a K-type star. Its mass is 6.4 Jupiters, it takes 481.9 days to complete one orbit of its star, and is 1.3 AU from its star. Its discovery was announced in 2017.",2017,Radial Velocity,6.4 Jupiters,1.13 x Jupiter (estimate),Gas Giant,1.3 AU,0.2,481.9 days,exoplanet_details/bd03-2562-b/,23f5e049-6567-48ec-8c76-cf5de66d8363,https://exoplanets.nasa.gov//exoplanet-catalog/7176/bd03-2562-b/
bd14-4559-b,"BD+14 4559 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.04 Jupiters, it takes 268.9 days to complete one orbit of its star, and is 0.78 AU from its star. Its discovery was announced in 2009.",2009,Radial Velocity,1.04 Jupiters,1.23 x Jupiter (estimate),Gas Giant,0.78 AU,0.29,268.9 days,exoplanet_details/bd14-4559-b/,d55df05f-7409-4f43-a14a-810289c5301b,https://exoplanets.nasa.gov//exoplanet-catalog/7075/bd14-4559-b/
bd15-2375-b,"BD+15 2375 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.061 Jupiters, it takes 153.2 days to complete one orbit of its star, and is 0.576 AU from its star. Its discovery was announced in 2016.",2016,Radial Velocity,1.061 Jupiters,1.23 x Jupiter (estimate),Gas Giant,0.576 AU,0.0,153.2 days,exoplanet_details/bd15-2375-b/,2305a4fe-b5d8-40af-a854-ab58ef644287,https://exoplanets.nasa.gov//exoplanet-catalog/7025/bd15-2375-b/
bd15-2940-b,"BD+15 2940 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.11 Jupiters, it takes 137.5 days to complete one orbit of its star, and is 0.539 AU from its star. Its discovery was announced in 2013.",2013,Radial Velocity,1.11 Jupiters,1.23 x Jupiter (estimate),Gas Giant,0.539 AU,0.26,137.5 days,exoplanet_details/bd15-2940-b/,ff1dc729-21b3-4e60-8217-16d485faa0d0,https://exoplanets.nasa.gov//exoplanet-catalog/7076/bd15-2940-b/
bd20-2457-b,"BD+20 2457 b is a gas giant exoplanet that orbits a K-type star. Its mass is 55.59 Jupiters, it takes 379.6 days to complete one orbit of its star, and is 1.05 AU from its star. Its discovery was announced in 2009.",2009,Radial Velocity,55.59 Jupiters,1.03 x Jupiter (estimate),Gas Giant,1.05 AU,0.15,379.6 days,exoplanet_details/bd20-2457-b/,ef6f1388-5e27-4c9d-aab4-edb20993f2ba,https://exoplanets.nasa.gov//exoplanet-catalog/7078/bd20-2457-b/
bd20-2457-c,"BD+20 2457 c is a gas giant exoplanet that orbits a K-type star. Its mass is 12.47 Jupiters, it takes 1.7 years to complete one orbit of its star, and is 2.01 AU from its star. Its discovery was announced in 2009.",2009,Radial Velocity,12.47 Jupiters,1.1 x Jupiter (estimate),Gas Giant,2.01 AU,0.18,1.7 years,exoplanet_details/bd20-2457-c/,152393ec-6458-4c3f-a669-6f87b4396ad6,https://exoplanets.nasa.gov//exoplanet-catalog/7079/bd20-2457-c/
bd20-274-b,"BD+20 274 b is a gas giant exoplanet that orbits a K-type star. Its mass is 4.2 Jupiters, it takes 1.6 years to complete one orbit of its star, and is 1.3 AU from its star. Its discovery was announced in 2012.",2012,Radial Velocity,4.2 Jupiters,1.16 x Jupiter (estimate),Gas Giant,1.3 AU,0.21,1.6 years,exoplanet_details/bd20-274-b/,e7771930-efc6-4a4e-8656-329d8538b586,https://exoplanets.nasa.gov//exoplanet-catalog/7077/bd20-274-b/
bd20-594-b,"BD+20 594 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 22.2481 Earths, it takes 41.7 days to complete one orbit of its star, and is 0.241 AU from its star. Its discovery was announced in 2016.",2016,Transit,22.2481 Earths,0.23 x Jupiter,Neptune-like,0.241 AU,0.0,41.7 days,exoplanet_details/bd20-594-b/,594017b8-13ce-45e3-b28e-08353400983d,https://exoplanets.nasa.gov//exoplanet-catalog/7166/bd20-594-b/
bd45-564-b,"BD+45 564 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.36 Jupiters, it takes 307.9 days to complete one orbit of its star, and is 0.83 AU from its star. Its discovery was announced in 2021.",2021,Radial Velocity,1.36 Jupiters,1.21 x Jupiter (estimate),Gas Giant,0.83 AU,0.12,307.9 days,exoplanet_details/bd45-564-b/,95beb07e-ee96-4291-90af-8bea760c6d6e,https://exoplanets.nasa.gov//exoplanet-catalog/7868/bd45-564-b/
bd48-738-b,"BD+48 738 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.91 Jupiters, it takes 392.6 days to complete one orbit of its star, and is 1 AU from its star. Its discovery was announced in 2011.",2011,Radial Velocity,0.91 Jupiters,1.24 x Jupiter (estimate),Gas Giant,1.0 AU,0.2,392.6 days,exoplanet_details/bd48-738-b/,0fb6f3ee-e7d8-4091-96d3-4970dfcfb30e,https://exoplanets.nasa.gov//exoplanet-catalog/6565/bd48-738-b/
bd48-740-b,"BD+48 740 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.7 Jupiters, it takes 2 years to complete one orbit of its star, and is 1.7 AU from its star. Its discovery was announced in 2018.",2018,Radial Velocity,1.7 Jupiters,1.2 x Jupiter (estimate),Gas Giant,1.7 AU,0.76,2 years,exoplanet_details/bd48-740-b/,2f3ce245-e165-4e30-85e1-e145738c7821,https://exoplanets.nasa.gov//exoplanet-catalog/7198/bd48-740-b/
bd49-828-b,"BD+49 828 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.6 Jupiters, it takes 7.1 years to complete one orbit of its star, and is 4.2 AU from its star. Its discovery was announced in 2015.",2015,Radial Velocity,1.6 Jupiters,1.21 x Jupiter (estimate),Gas Giant,4.2 AU,0.35,7.1 years,exoplanet_details/bd49-828-b/,1f1ef7f9-b52f-45f4-b949-24541bf69e83,https://exoplanets.nasa.gov//exoplanet-catalog/6566/bd49-828-b/
bd55-362-b,"BD+55 362 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.72 Jupiters, it takes 265.6 days to complete one orbit of its star, and is 0.78 AU from its star. Its discovery was announced in 2021.",2021,Radial Velocity,0.72 Jupiters,1.25 x Jupiter (estimate),Gas Giant,0.78 AU,0.27,265.6 days,exoplanet_details/bd55-362-b/,9d2ca855-0624-45a8-9fe7-c6c983f9c7ed,https://exoplanets.nasa.gov//exoplanet-catalog/7873/bd55-362-b/
bd60-1417-b,"BD+60 1417 b is a gas giant exoplanet that orbits a K-type star. Its mass is 15 Jupiters, it takes 67794.6 years to complete one orbit of its star, and is 1662 AU from its star. Its discovery was announced in 2021.",2021,Direct Imaging,15 Jupiters,1.31 x Jupiter,Gas Giant,1662.0 AU,0.0,67794.6 years,exoplanet_details/bd60-1417-b/,12c92d18-e6d0-4822-805e-205aa3a53f84,https://exoplanets.nasa.gov//exoplanet-catalog/8360/bd60-1417-b/
bd63-1405-b,"BD+63 1405 b is a gas giant exoplanet that orbits a K-type star. Its mass is 3.96 Jupiters, it takes 3.3 years to complete one orbit of its star, and is 2.06 AU from its star. Its discovery was announced in 2021.",2021,Radial Velocity,3.96 Jupiters,1.16 x Jupiter (estimate),Gas Giant,2.06 AU,0.88,3.3 years,exoplanet_details/bd63-1405-b/,4f2f1231-4991-40c2-ad5f-fbcee709b287,https://exoplanets.nasa.gov//exoplanet-catalog/7869/bd63-1405-b/
beta-cancri-b,"Beta Cancri b is a gas giant exoplanet that orbits a K-type star. Its mass is 7.8 Jupiters, it takes 1.7 years to complete one orbit of its star, and is 1.7 AU from its star. Its discovery was announced in 2014.",2014,Radial Velocity,7.8 Jupiters,1.12 x Jupiter (estimate),Gas Giant,1.7 AU,0.08,1.7 years,exoplanet_details/beta-cancri-b/,cc1dea6b-2433-43f6-9e19-50a963f50cdd,https://exoplanets.nasa.gov//exoplanet-catalog/7039/beta-cancri-b/
beta-pictoris-b,"Beta Pictoris b is a gas giant exoplanet that orbits an A-type star. Its mass is 11 Jupiters, it takes 21 years to complete one orbit of its star, and is 9.1 AU from its star. Its discovery was announced in 2008.",2008,Direct Imaging,11 Jupiters,1.65 x Jupiter,Gas Giant,9.1 AU,0.08,21 years,exoplanet_details/beta-pictoris-b/,cd0266c2-6b54-44cf-a934-be6ee07eced0,https://exoplanets.nasa.gov//exoplanet-catalog/7040/beta-pictoris-b/
beta-pictoris-c,"Beta Pictoris c is a gas giant exoplanet that orbits an A-type star. Its mass is 9 Jupiters, it takes 3.3 years to complete one orbit of its star, and is 2.7 AU from its star. Its discovery was announced in 2019.",2019,Radial Velocity,9 Jupiters,1.12 x Jupiter (estimate),Gas Giant,2.7 AU,0.24,3.3 years,exoplanet_details/beta-pictoris-c/,cc8b778a-275b-4f73-b676-afead2d2f0f3,https://exoplanets.nasa.gov//exoplanet-catalog/7461/beta-pictoris-c/
beta-ursae-minoris-b,"Beta Ursae Minoris b is a gas giant exoplanet that orbits a K-type star. Its mass is 6.1 Jupiters, it takes 1.4 years to complete one orbit of its star, and is 1.4 AU from its star. Its discovery was announced in 2014.",2014,Radial Velocity,6.1 Jupiters,1.14 x Jupiter (estimate),Gas Giant,1.4 AU,0.19,1.4 years,exoplanet_details/beta-ursae-minoris-b/,ceb79b82-d43b-45ab-8c76-421e22b90d1b,https://exoplanets.nasa.gov//exoplanet-catalog/7041/beta-ursae-minoris-b/
cd-ceti-b,"CD Ceti b is a super Earth exoplanet that orbits an M-type star. Its mass is 3.95 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.0185 AU from its star. Its discovery was announced in 2020.",2020,Radial Velocity,3.95 Earths,1.82 x Earth (estimate),Super Earth,0.0185 AU,0.0,2.3 days,exoplanet_details/cd-ceti-b/,e4d49195-0a8d-4991-98e7-4187e5f7d354,https://exoplanets.nasa.gov//exoplanet-catalog/8025/cd-ceti-b/
cfbdsir-j145829101343-b,"CFBDSIR J145829+101343 b is a gas giant exoplanet that orbits a T-type star. Its mass is 10.5 Jupiters, it takes 27.5 years to complete one orbit of its star, and is 2.6 AU from its star. Its discovery was announced in 2011.",2011,Direct Imaging,10.5 Jupiters,1.11 x Jupiter (estimate),Gas Giant,2.6 AU,0.0,27.5 years,exoplanet_details/cfbdsir-j145829101343-b/,56f8ba24-35e5-4f9c-a9ef-f4bd5befc93a,https://exoplanets.nasa.gov//exoplanet-catalog/6567/cfbdsir-j145829101343-b/
cfhtwir-oph-98-b,"CFHTWIR-Oph 98 b is a gas giant exoplanet that orbits an M-type star. Its mass is 7.8 Jupiters, it takes 22027.4 years to complete one orbit of its star, and is 200 AU from its star. Its discovery was announced in 2021.",2021,Direct Imaging,7.8 Jupiters,1.86 x Jupiter,Gas Giant,200.0 AU,0.0,22027.4 years,exoplanet_details/cfhtwir-oph-98-b/,7957a736-62bd-46cb-bea4-fdb828eec9d4,https://exoplanets.nasa.gov//exoplanet-catalog/7861/cfhtwir-oph-98-b/
chxr-73-b,"CHXR 73 b is a gas giant exoplanet that orbits an M-type star. Its mass is 12.569 Jupiters, it takes 5146.9 years to complete one orbit of its star, and is 210 AU from its star. Its discovery was announced in 2006.",2006,Direct Imaging,12.569 Jupiters,1.1 x Jupiter (estimate),Gas Giant,210.0 AU,0.0,5146.9 years,exoplanet_details/chxr-73-b/,4d741f7a-db76-440d-8a24-8b45fc4d37aa,https://exoplanets.nasa.gov//exoplanet-catalog/6568/chxr-73-b/
ci-tauri-b,CI Tauri b is a gas giant exoplanet that orbits an M-type star. Its mass is 11.6 Jupiters and it takes 9 days to complete one orbit of its star. Its discovery was announced in 2019.,2019,Radial Velocity,11.6 Jupiters,1.11 x Jupiter (estimate),Gas Giant,Unknown,0.25,9 days,exoplanet_details/ci-tauri-b/,8164613e-1b4a-4882-881f-357cd5300137,https://exoplanets.nasa.gov//exoplanet-catalog/7422/ci-tauri-b/
coconuts-2-b,"COCONUTS-2 b is a gas giant exoplanet that orbits an M-type star. Its mass is 6.3 Jupiters, it takes 1101369.9 years to complete one orbit of its star, and is 7506 AU from its star. Its discovery was announced in 2021.",2021,Direct Imaging,6.3 Jupiters,1.11 x Jupiter,Gas Giant,7506.0 AU,0.0,1101369.9 years,exoplanet_details/coconuts-2-b/,9c073487-53e3-4713-96eb-bba42b1c1818,https://exoplanets.nasa.gov//exoplanet-catalog/7945/coconuts-2-b/
corot-1-b,"CoRoT-1 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.03 Jupiters, it takes 1.5 days to complete one orbit of its star, and is 0.02752 AU from its star. Its discovery was announced in 2008.",2008,Transit,1.03 Jupiters,1.49 x Jupiter,Gas Giant,0.02752 AU,0.0,1.5 days,exoplanet_details/corot-1-b/,150cd9ee-b175-462b-a9db-bd4f0c548a10,https://exoplanets.nasa.gov//exoplanet-catalog/1237/corot-1-b/
corot-10-b,"CoRoT-10 b is a gas giant exoplanet that orbits a K-type star. Its mass is 2.75 Jupiters, it takes 13.2 days to complete one orbit of its star, and is 0.1055 AU from its star. Its discovery was announced in 2010.",2010,Transit,2.75 Jupiters,0.97 x Jupiter,Gas Giant,0.1055 AU,0.53,13.2 days,exoplanet_details/corot-10-b/,0acd754d-3087-47dc-8251-8c10bb90942d,https://exoplanets.nasa.gov//exoplanet-catalog/1327/corot-10-b/
corot-11-b,"CoRoT-11 b is a gas giant exoplanet that orbits an F-type star. Its mass is 2.33 Jupiters, it takes 3 days to complete one orbit of its star, and is 0.0436 AU from its star. Its discovery was announced in 2010.",2010,Transit,2.33 Jupiters,1.43 x Jupiter,Gas Giant,0.0436 AU,0.0,3 days,exoplanet_details/corot-11-b/,d93c320f-ef48-416d-b781-921b40662c1a,https://exoplanets.nasa.gov//exoplanet-catalog/4931/corot-11-b/
corot-12-b,"CoRoT-12 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.917 Jupiters, it takes 2.8 days to complete one orbit of its star, and is 0.04016 AU from its star. Its discovery was announced in 2010.",2010,Transit,0.917 Jupiters,1.44 x Jupiter,Gas Giant,0.04016 AU,0.07,2.8 days,exoplanet_details/corot-12-b/,2bc08277-853e-492d-b050-8c43b86806c6,https://exoplanets.nasa.gov//exoplanet-catalog/1328/corot-12-b/
corot-13-b,"CoRoT-13 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.308 Jupiters, it takes 4 days to complete one orbit of its star, and is 0.051 AU from its star. Its discovery was announced in 2010.",2010,Transit,1.308 Jupiters,0.885 x Jupiter,Gas Giant,0.051 AU,0.0,4 days,exoplanet_details/corot-13-b/,7f67059d-f9a4-4ce7-ba1d-50be0980d508,https://exoplanets.nasa.gov//exoplanet-catalog/1329/corot-13-b/
corot-14-b,"CoRoT-14 b is a gas giant exoplanet that orbits an F-type star. Its mass is 7.6 Jupiters, it takes 1.5 days to complete one orbit of its star, and is 0.027 AU from its star. Its discovery was announced in 2010.",2010,Transit,7.6 Jupiters,1.09 x Jupiter,Gas Giant,0.027 AU,0.0,1.5 days,exoplanet_details/corot-14-b/,5bee63fb-c9ac-4b26-853c-37abfbd553f4,https://exoplanets.nasa.gov//exoplanet-catalog/1330/corot-14-b/
corot-16-b,"CoRoT-16 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.535 Jupiters, it takes 5.4 days to complete one orbit of its star, and is 0.0618 AU from its star. Its discovery was announced in 2011.",2011,Transit,0.535 Jupiters,1.17 x Jupiter,Gas Giant,0.0618 AU,0.33,5.4 days,exoplanet_details/corot-16-b/,510a6f2e-380d-4550-9554-a9a9cd1e0210,https://exoplanets.nasa.gov//exoplanet-catalog/1331/corot-16-b/
corot-17-b,"CoRoT-17 b is a gas giant exoplanet that orbits a G-type star. Its mass is 2.43 Jupiters, it takes 3.8 days to complete one orbit of its star, and is 0.0461 AU from its star. Its discovery was announced in 2011.",2011,Transit,2.43 Jupiters,1.02 x Jupiter,Gas Giant,0.0461 AU,0.0,3.8 days,exoplanet_details/corot-17-b/,f7cce68f-84de-47c9-9625-a9bf9d08f5c5,https://exoplanets.nasa.gov//exoplanet-catalog/4932/corot-17-b/
corot-18-b,"CoRoT-18 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.47 Jupiters, it takes 1.9 days to complete one orbit of its star, and is 0.0295 AU from its star. Its discovery was announced in 2011.",2011,Transit,3.47 Jupiters,1.31 x Jupiter,Gas Giant,0.0295 AU,< 0.08,1.9 days,exoplanet_details/corot-18-b/,0ab52c34-f301-4ed5-9d0f-d6a602c10030,https://exoplanets.nasa.gov//exoplanet-catalog/1332/corot-18-b/
corot-19-b,"CoRoT-19 b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.11 Jupiters, it takes 3.9 days to complete one orbit of its star, and is 0.0518 AU from its star. Its discovery was announced in 2011.",2011,Transit,1.11 Jupiters,1.29 x Jupiter,Gas Giant,0.0518 AU,0.05,3.9 days,exoplanet_details/corot-19-b/,243c0459-4f61-47dd-9b45-812d6cacca99,https://exoplanets.nasa.gov//exoplanet-catalog/1333/corot-19-b/
corot-2-b,"CoRoT-2 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.47 Jupiters, it takes 1.7 days to complete one orbit of its star, and is 0.02798 AU from its star. Its discovery was announced in 2008.",2008,Transit,3.47 Jupiters,1.466 x Jupiter,Gas Giant,0.02798 AU,0.01,1.7 days,exoplanet_details/corot-2-b/,57c3de7e-e269-4b80-8d7f-d4e92aaccc3a,https://exoplanets.nasa.gov//exoplanet-catalog/1238/corot-2-b/
corot-20-b,"CoRoT-20 b is a gas giant exoplanet that orbits a G-type star. Its mass is 4.3 Jupiters, it takes 9.2 days to complete one orbit of its star, and is 0.09 AU from its star. Its discovery was announced in 2011.",2011,Transit,4.3 Jupiters,0.84 x Jupiter,Gas Giant,0.09 AU,0.59,9.2 days,exoplanet_details/corot-20-b/,76dd961a-aceb-4850-aad8-29bf04c56566,https://exoplanets.nasa.gov//exoplanet-catalog/4933/corot-20-b/
corot-20-c,"CoRoT-20 c is a gas giant exoplanet that orbits a G-type star. Its mass is 17 Jupiters, it takes 4.6 years to complete one orbit of its star, and is 2.9 AU from its star. Its discovery was announced in 2018.",2018,Radial Velocity,17 Jupiters,1.09 x Jupiter (estimate),Gas Giant,2.9 AU,0.6,4.6 years,exoplanet_details/corot-20-c/,d5626b34-1e49-4ecd-8e8d-081eb5345f8e,https://exoplanets.nasa.gov//exoplanet-catalog/6349/corot-20-c/
corot-21-b,"CoRoT-21 b is a gas giant exoplanet that orbits an F-type star. Its mass is 2.26 Jupiters, it takes 2.7 days to complete one orbit of its star, and is 0.0417 AU from its star. Its discovery was announced in 2012.",2012,Transit,2.26 Jupiters,1.3 x Jupiter,Gas Giant,0.0417 AU,0.0,2.7 days,exoplanet_details/corot-21-b/,9f99bcb0-3f48-40e4-b4b5-3dddb6d1638f,https://exoplanets.nasa.gov//exoplanet-catalog/6429/corot-21-b/
